Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Packet Length Range,First4Sum,Last4Sum,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT range,Flow Duration,Label
7.7.7.44 8.8.8.44 45852 1194 17,104,621,1882,517,432,1450,0,517,836.0,78533.0,77697.0,211978.0,spotify
8.8.8.44 7.7.7.44 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,2.0,89939.0,89937.0,95741.0,spotify
7.7.7.45 8.8.8.45 45852 1194 17,104,621,1405,517,949,456,0,517,843.0,212620.0,211777.0,471678.0,spotify
8.8.8.45 7.7.7.45 1194 45852 17,104,1381,4844,1277,1709,3135,0,1277,2.0,214793.0,214791.0,501710.0,spotify
7.7.7.46 8.8.8.46 45852 1194 17,104,621,1882,517,949,933,0,517,3213.0,132077.0,128864.0,299947.0,spotify
8.8.8.46 7.7.7.46 1194 45852 17,104,1381,5956,1277,432,5524,0,1277,2.0,72198.0,72196.0,90172.0,spotify
7.7.7.47 8.8.8.47 45852 1194 17,104,621,1882,517,949,933,0,517,1890.0,216875.0,214985.0,534089.0,spotify
8.8.8.47 7.7.7.47 1194 45852 17,104,1381,5396,1277,1709,3687,0,1277,2.0,124999.0,124997.0,249969.0,spotify
7.7.7.48 8.8.8.48 45852 1194 17,104,621,1882,517,432,1450,0,517,1567.0,78664.0,77097.0,214716.0,spotify
8.8.8.48 7.7.7.48 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,4.0,98229.0,98225.0,151275.0,spotify
7.7.7.49 8.8.8.49 45852 1194 17,104,621,1429,517,941,488,0,517,2247.0,137120.0,134873.0,414441.0,spotify
8.8.8.49 7.7.7.49 1194 45852 17,104,1381,4309,1277,2978,1331,0,1277,21.0,239626.0,239605.0,425683.0,spotify
7.7.7.50 8.8.8.50 45852 1194 17,104,621,1882,517,432,1450,0,517,2861.0,118821.0,115960.0,214879.0,spotify
8.8.8.50 7.7.7.50 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,4.0,86195.0,86191.0,98395.0,spotify
7.7.7.51 8.8.8.51 45852 1194 17,104,621,1882,517,949,933,0,517,1681.0,216343.0,214662.0,391517.0,spotify
8.8.8.51 7.7.7.51 1194 45852 17,104,1381,4836,1277,1709,3127,0,1277,4.0,166789.0,166785.0,378861.0,spotify
7.7.7.52 8.8.8.52 45852 1194 17,104,621,1429,517,941,488,0,517,2649.0,157541.0,154892.0,367241.0,spotify
8.8.8.52 7.7.7.52 1194 45852 17,104,1381,4309,1277,2978,1331,0,1277,17.0,147122.0,147105.0,385446.0,spotify
7.7.7.53 8.8.8.53 45852 1194 17,104,621,1882,517,949,933,0,517,2319.0,123216.0,120897.0,282718.0,spotify
8.8.8.53 7.7.7.53 1194 45852 17,104,1381,5396,1277,1709,3687,0,1277,2.0,122072.0,122070.0,223630.0,spotify
7.7.7.54 8.8.8.54 45852 1194 17,104,621,1882,517,949,933,0,517,1116.0,79649.0,78533.0,219044.0,spotify
8.8.8.54 7.7.7.54 1194 45852 17,104,1381,5396,1277,1709,3687,0,1277,7.0,83757.0,83750.0,226198.0,spotify
7.7.7.55 8.8.8.55 45852 1194 17,104,621,1882,517,432,1450,0,517,1968.0,141130.0,139162.0,340129.0,spotify
8.8.8.55 7.7.7.55 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,3.0,207054.0,207051.0,229038.0,spotify
7.7.7.56 8.8.8.56 45852 1194 17,104,621,1882,517,432,1450,0,517,1141.0,77360.0,76219.0,166569.0,spotify
8.8.8.56 7.7.7.56 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,4.0,88981.0,88977.0,93483.0,spotify
7.7.7.57 8.8.8.57 45852 1194 17,104,621,1882,517,432,1450,0,517,1414.0,200535.0,199121.0,360203.0,spotify
8.8.8.57 7.7.7.57 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,2.0,158486.0,158484.0,170058.0,spotify
7.7.7.58 8.8.8.58 45852 1194 17,104,621,1365,517,949,416,0,517,1684.0,95521.0,93837.0,208384.0,spotify
8.8.8.58 7.7.7.58 1194 45852 17,104,1381,5396,1277,1709,3687,0,1277,0.0,129674.0,129674.0,229874.0,spotify
7.7.7.59 8.8.8.59 45852 1194 17,104,621,1882,517,432,1450,0,517,2420.0,190015.0,187595.0,435154.0,spotify
8.8.8.59 7.7.7.59 1194 45852 17,104,1381,5396,1277,432,4964,0,1277,0.0,127753.0,127753.0,158963.0,spotify
13.13.13.78 14.14.14.78 44541 1194 17,112,112,896,0,448,448,0,0,1193.0,513051.0,511858.0,613642.0,wikipedia
14.14.14.78 13.13.13.78 1194 44541 17,112,112,896,0,448,448,0,0,2.0,506155.0,506153.0,613942.0,wikipedia
13.13.13.79 14.14.14.79 44541 1194 17,104,621,1437,517,941,496,0,517,1799.0,156141.0,154342.0,411417.0,wikipedia
14.14.14.79 13.13.13.79 1194 44541 17,112,1381,5375,1269,4255,1120,0,1269,5.0,282392.0,282387.0,439072.0,wikipedia
13.13.13.80 14.14.14.80 44541 1194 17,104,621,1437,517,941,496,0,517,1825.0,109852.0,108027.0,300309.0,wikipedia
14.14.14.80 13.13.13.80 1194 44541 17,112,1381,5584,1269,4255,1329,0,1269,21.0,206350.0,206329.0,512887.0,wikipedia
13.13.13.81 14.14.14.81 44541 1194 17,100,112,884,12,436,448,0,12,1721.0,303881.0,302160.0,436060.0,wikipedia
14.14.14.81 13.13.13.81 1194 44541 17,112,112,896,0,448,448,0,0,23.0,418994.0,418971.0,441751.0,wikipedia
13.13.13.82 14.14.14.82 44541 1194 17,104,621,1437,517,941,496,0,517,1345.0,91740.0,90395.0,228925.0,wikipedia
14.14.14.82 13.13.13.82 1194 44541 17,112,1381,5377,1269,4255,1122,0,1269,3.0,124738.0,124735.0,316482.0,wikipedia
13.13.13.83 14.14.14.83 44541 1194 17,104,621,1437,517,941,496,0,517,1847.0,95366.0,93519.0,257982.0,wikipedia
14.14.14.83 13.13.13.83 1194 44541 17,112,1381,5376,1269,4255,1121,0,1269,3.0,164451.0,164448.0,387873.0,wikipedia
13.13.13.84 14.14.14.84 44541 1194 17,104,621,1437,517,941,496,0,517,1893.0,131122.0,129229.0,341504.0,wikipedia
14.14.14.84 13.13.13.84 1194 44541 17,112,1381,5376,1269,4255,1121,0,1269,2.0,215133.0,215131.0,468093.0,wikipedia
13.13.13.85 14.14.14.85 44541 1194 17,104,621,1437,517,941,496,0,517,1838.0,174801.0,172963.0,396055.0,wikipedia
14.14.14.85 13.13.13.85 1194 44541 17,112,1381,5376,1269,4255,1121,0,1269,7.0,227524.0,227517.0,474969.0,wikipedia
13.13.13.86 14.14.14.86 44541 1194 17,104,621,1437,517,941,496,0,517,3193.0,110754.0,107561.0,366664.0,wikipedia
14.14.14.86 13.13.13.86 1194 44541 17,112,1381,5376,1269,4255,1121,0,1269,24.0,206134.0,206110.0,405311.0,wikipedia
13.13.13.87 14.14.14.87 44541 1194 17,104,621,1882,517,949,933,0,517,1720.0,111849.0,110129.0,258325.0,wikipedia
14.14.14.87 13.13.13.87 1194 44541 17,112,1381,7286,1269,2986,4300,0,1269,2.0,122805.0,122803.0,272261.0,wikipedia
13.13.13.88 14.14.14.88 44541 1194 17,104,621,1437,517,941,496,0,517,1851.0,107007.0,105156.0,405552.0,wikipedia
14.14.14.88 13.13.13.88 1194 44541 17,112,1381,5376,1269,4255,1121,0,1269,2.0,215985.0,215983.0,473793.0,wikipedia
13.13.13.89 14.14.14.89 44541 1194 17,104,621,1365,517,941,424,0,517,1876.0,177657.0,175781.0,472086.0,wikipedia
14.14.14.89 13.13.13.89 1194 44541 17,112,1381,4753,1269,4255,498,0,1269,4.0,326501.0,326497.0,489319.0,wikipedia
13.13.13.90 14.14.14.90 44541 1194 17,104,621,1437,517,941,496,0,517,1854.0,115747.0,113893.0,283067.0,wikipedia
14.14.14.90 13.13.13.90 1194 44541 17,112,1381,5376,1269,4255,1121,0,1269,2.0,145340.0,145338.0,410812.0,wikipedia
13.13.13.91 14.14.14.91 44541 1194 17,104,621,1437,517,941,496,0,517,3257.0,125351.0,122094.0,323368.0,wikipedia
14.14.14.91 13.13.13.91 1194 44541 17,112,1381,5377,1269,4255,1122,0,1269,4.0,168862.0,168858.0,417814.0,wikipedia
13.13.13.92 14.14.14.92 44541 1194 17,104,621,1437,517,941,496,0,517,1500.0,135577.0,134077.0,311455.0,wikipedia
14.14.14.92 13.13.13.92 1194 44541 17,112,1381,5377,1269,4255,1122,0,1269,3.0,251865.0,251862.0,568996.0,wikipedia
13.13.13.93 14.14.14.93 44541 1194 17,104,621,1437,517,941,496,0,517,875.0,131632.0,130757.0,319725.0,wikipedia
14.14.14.93 13.13.13.93 1194 44541 17,112,1381,5377,1269,4255,1122,0,1269,2.0,193726.0,193724.0,417467.0,wikipedia
13.13.13.94 14.14.14.94 44541 1194 17,104,621,1437,517,941,496,0,517,1147.0,119871.0,118724.0,279444.0,wikipedia
14.14.14.94 13.13.13.94 1194 44541 17,112,1381,5377,1269,4255,1122,0,1269,3.0,173576.0,173573.0,397891.0,wikipedia
13.13.13.95 14.14.14.95 44541 1194 17,104,621,1437,517,941,496,0,517,1518.0,91396.0,89878.0,274046.0,wikipedia
14.14.14.95 13.13.13.95 1194 44541 17,112,1381,5375,1269,4255,1120,0,1269,21.0,184153.0,184132.0,408348.0,wikipedia
13.13.13.96 14.14.14.96 44541 1194 17,104,621,1437,517,941,496,0,517,1802.0,221714.0,219912.0,413470.0,wikipedia
14.14.14.96 13.13.13.96 1194 44541 17,112,1381,5375,1269,4255,1120,0,1269,16.0,273492.0,273476.0,440470.0,wikipedia
7.7.7.60 8.8.8.60 45116 1194 17,104,621,1429,517,949,480,0,517,298.0,193408.0,193110.0,425392.0,spotify
8.8.8.60 7.7.7.60 1194 45116 17,104,1381,4301,1277,1709,2592,0,1277,4.0,223087.0,223083.0,550689.0,spotify
7.7.7.61 8.8.8.61 45116 1194 17,104,621,1882,517,949,933,0,517,1926.0,140962.0,139036.0,441133.0,spotify
8.8.8.61 7.7.7.61 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,7.0,133740.0,133733.0,243772.0,spotify
7.7.7.62 8.8.8.62 45116 1194 17,104,621,2916,517,949,1967,0,517,1876.0,189606.0,187730.0,471701.0,spotify
8.8.8.62 7.7.7.62 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,21.0,119901.0,119880.0,220926.0,spotify
7.7.7.63 8.8.8.63 45116 1194 17,104,621,1882,517,949,933,0,517,1871.0,86361.0,84490.0,178000.0,spotify
8.8.8.63 7.7.7.63 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,2.0,99189.0,99187.0,110622.0,spotify
7.7.7.64 8.8.8.64 45116 1194 17,104,621,1882,517,432,1450,0,517,1583.0,122217.0,120634.0,234500.0,spotify
8.8.8.64 7.7.7.64 1194 45116 17,104,1381,5396,1277,432,4964,0,1277,1.0,156016.0,156015.0,180932.0,spotify
7.7.7.65 8.8.8.65 45116 1194 17,104,621,1365,517,949,416,0,517,1553.0,93414.0,91861.0,305779.0,spotify
8.8.8.65 7.7.7.65 1194 45116 17,104,1381,5396,1277,2978,2418,0,1277,21.0,148130.0,148109.0,331479.0,spotify
7.7.7.66 8.8.8.66 45116 1194 17,104,621,1882,517,432,1450,0,517,1767.0,84582.0,82815.0,228906.0,spotify
8.8.8.66 7.7.7.66 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,3.0,120246.0,120243.0,202311.0,spotify
7.7.7.67 8.8.8.67 45116 1194 17,104,621,1898,517,440,1458,0,517,1856.0,213441.0,211585.0,346505.0,spotify
8.8.8.67 7.7.7.67 1194 45116 17,104,1381,4127,1277,440,3687,0,1277,4.0,235809.0,235805.0,313901.0,spotify
7.7.7.68 8.8.8.68 45116 1194 17,104,621,1882,517,432,1450,0,517,1998.0,114592.0,112594.0,307769.0,spotify
8.8.8.68 7.7.7.68 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,2.0,167728.0,167726.0,201427.0,spotify
7.7.7.69 8.8.8.69 45116 1194 17,104,621,1882,517,949,933,0,517,1565.0,110359.0,108794.0,300978.0,spotify
8.8.8.69 7.7.7.69 1194 45116 17,104,1381,4836,1277,1709,3127,0,1277,2.0,145911.0,145909.0,257391.0,spotify
7.7.7.70 8.8.8.70 45116 1194 17,104,621,1827,517,941,886,0,517,6904.0,157201.0,150297.0,512279.0,spotify
8.8.8.70 7.7.7.70 1194 45116 17,104,1381,4301,1277,2978,1323,0,1277,25.0,203324.0,203299.0,556499.0,spotify
7.7.7.71 8.8.8.71 45116 1194 17,104,621,1882,517,949,933,0,517,1777.0,198559.0,196782.0,418403.0,spotify
8.8.8.71 7.7.7.71 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,3.0,98854.0,98851.0,191458.0,spotify
7.7.7.72 8.8.8.72 45116 1194 17,104,621,1882,517,949,933,0,517,2577.0,81257.0,78680.0,310876.0,spotify
8.8.8.72 7.7.7.72 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,3.0,148970.0,148967.0,252860.0,spotify
7.7.7.73 8.8.8.73 45116 1194 17,128,480,1376,352,864,512,0,352,4052.0,189818.0,185766.0,617567.0,spotify
8.8.8.73 7.7.7.73 1194 45116 17,128,1312,9152,1184,3904,5248,0,1024,5.0,5891.0,5886.0,9992.0,spotify
7.7.7.74 8.8.8.74 45116 1194 17,104,621,1882,517,949,933,0,517,790.0,75041.0,74251.0,160123.0,spotify
8.8.8.74 7.7.7.74 1194 45116 17,104,1381,5396,1277,432,4964,0,1277,2.0,78557.0,78555.0,101592.0,spotify
7.7.7.75 8.8.8.75 45116 1194 17,1280,1312,10464,32,5248,5216,0,32,11828.0,145767.0,133939.0,379829.0,spotify
8.8.8.75 7.7.7.75 1194 45116 17,128,448,1344,320,512,832,0,320,18564.0,157905.0,139341.0,637437.0,spotify
7.7.7.76 8.8.8.76 45116 1194 17,104,621,1894,517,949,945,8,517,2576.0,244389.0,241813.0,457166.0,spotify
8.8.8.76 7.7.7.76 1194 45116 17,104,1381,4836,1277,1709,3127,0,1277,22.0,278400.0,278378.0,454083.0,spotify
7.7.7.77 8.8.8.77 45116 1194 17,104,621,1882,517,432,1450,0,517,1820.0,214238.0,212418.0,309322.0,spotify
8.8.8.77 7.7.7.77 1194 45116 17,104,1381,5396,1277,432,4964,0,1277,1.0,98096.0,98095.0,109208.0,spotify
7.7.7.78 8.8.8.78 45116 1194 17,104,621,1882,517,432,1450,0,517,1774.0,76670.0,74896.0,168200.0,spotify
8.8.8.78 7.7.7.78 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,2.0,88072.0,88070.0,106255.0,spotify
7.7.7.79 8.8.8.79 45116 1194 17,104,621,1882,517,432,1450,0,517,4764.0,133470.0,128706.0,304824.0,spotify
8.8.8.79 7.7.7.79 1194 45116 17,104,1381,5396,1277,1709,3687,0,1277,0.0,158027.0,158027.0,178422.0,spotify
13.13.13.97 14.14.14.97 52596 1194 17,104,901,2866,797,432,2434,0,797,17.0,77434.0,77417.0,183871.0,wikipedia
14.14.14.97 13.13.13.97 1194 52596 17,112,1312,3537,1200,1809,1728,0,1200,3.0,100535.0,100532.0,115427.0,wikipedia
13.13.13.98 14.14.14.98 1194 53052 17,102,1342,5582,1240,2895,2687,0,1235,7.0,81816.0,81809.0,101893.0,wikipedia
14.14.14.98 13.13.13.98 53052 1194 17,104,184,929,80,416,513,0,80,29.0,56473.0,56444.0,109686.0,wikipedia
13.13.13.99 14.14.14.99 53052 1194 17,104,292,1072,188,459,613,8,188,33.0,621814.0,621781.0,1507815.0,wikipedia
14.14.14.99 13.13.13.99 1194 53052 17,104,1342,4310,1238,455,3855,0,1230,18.0,704525.0,704507.0,1536111.0,wikipedia
13.13.13.100 14.14.14.100 53052 1194 17,103,292,1153,189,611,542,0,188,18.0,85837.0,85819.0,244194.0,wikipedia
14.14.14.100 13.13.13.100 1194 53052 17,108,1342,5481,1234,2904,2577,0,1234,55.0,102804.0,102749.0,392656.0,wikipedia
13.13.13.101 14.14.14.101 53052 1194 17,104,292,1046,188,621,425,0,188,33.0,380716.0,380683.0,567026.0,wikipedia
14.14.14.101 13.13.13.101 1194 53052 17,109,1342,4647,1233,1674,2973,0,1233,7.0,415780.0,415773.0,722587.0,wikipedia
13.13.13.102 14.14.14.102 53052 1194 17,104,1342,2392,1238,612,1780,0,1238,15.0,386014.0,385999.0,735569.0,wikipedia
14.14.14.102 13.13.13.102 1194 53052 17,104,1342,4647,1238,3860,787,0,1230,7.0,506615.0,506608.0,717161.0,wikipedia
13.13.13.103 14.14.14.103 53052 1194 17,104,1342,2392,1238,612,1780,0,1238,20.0,1736736.0,1736716.0,2333420.0,wikipedia
14.14.14.103 13.13.13.103 1194 53052 17,104,1342,4648,1238,3861,787,0,1230,7.0,1739470.0,1739463.0,2355671.0,wikipedia
13.13.13.104 14.14.14.104 53052 1194 17,104,856,1906,752,612,1294,0,626,18.0,96970.0,96952.0,245657.0,wikipedia
14.14.14.104 13.13.13.104 1194 53052 17,104,1342,5479,1238,3861,1618,0,1230,1.0,103749.0,103748.0,493970.0,wikipedia
13.13.13.105 14.14.14.105 53052 1194 17,113,188,1052,75,538,514,3,67,33.0,544685.0,544652.0,1306595.0,wikipedia
14.14.14.105 13.13.13.105 1194 53052 17,109,529,1939,420,1083,856,3,420,1.0,277363.0,277362.0,1116582.0,wikipedia
13.13.13.106 14.14.14.106 53052 1194 17,104,856,1906,752,612,1294,0,626,34.0,94253.0,94219.0,286658.0,wikipedia
14.14.14.106 13.13.13.106 1194 53052 17,104,1342,5478,1238,3860,1618,0,1230,1.0,104477.0,104476.0,494273.0,wikipedia
13.13.13.107 14.14.14.107 53052 1194 17,104,856,1906,752,612,1294,0,626,37.0,93054.0,93017.0,293872.0,wikipedia
14.14.14.107 13.13.13.107 1194 53052 17,104,1342,5473,1238,3859,1614,0,1230,1.0,103939.0,103938.0,494857.0,wikipedia
13.13.13.108 14.14.14.108 53052 1194 17,104,292,1163,188,621,542,0,188,23.0,453000.0,452977.0,648057.0,wikipedia
14.14.14.108 13.13.13.108 1194 53052 17,109,1342,5484,1233,2905,2579,0,1230,0.0,415966.0,415966.0,808182.0,wikipedia
13.13.13.109 14.14.14.109 53052 1194 17,104,856,1906,752,612,1294,0,626,5.0,93516.0,93511.0,296952.0,wikipedia
14.14.14.109 13.13.13.109 1194 53052 17,104,1342,5478,1238,3860,1618,0,1230,1.0,102222.0,102221.0,491896.0,wikipedia
13.13.13.110 14.14.14.110 53052 1194 17,104,856,1906,752,612,1294,0,626,702.0,103572.0,102870.0,259716.0,wikipedia
14.14.14.110 13.13.13.110 1194 53052 17,104,1342,5479,1238,3861,1618,0,1230,1.0,527966.0,527965.0,922478.0,wikipedia
13.13.13.111 14.14.14.111 53052 1194 17,104,292,1121,188,517,604,0,188,6510.0,607283.0,600773.0,1023110.0,wikipedia
14.14.14.111 13.13.13.111 1194 53052 17,92,1342,4249,1250,388,3861,0,1230,1.0,620999.0,620998.0,1229445.0,wikipedia
13.13.13.112 14.14.14.112 53052 1194 17,104,856,1906,752,612,1294,0,626,3.0,129484.0,129481.0,285768.0,wikipedia
14.14.14.112 13.13.13.112 1194 53052 17,104,1342,5478,1238,3860,1618,0,1230,0.0,103944.0,103944.0,495968.0,wikipedia
13.13.13.113 14.14.14.113 53052 1194 17,104,292,1293,188,612,681,0,188,28.0,108810.0,108782.0,291093.0,wikipedia
14.14.14.113 13.13.13.113 1194 53052 17,112,1342,5506,1230,3859,1647,0,1230,1.0,102823.0,102822.0,495020.0,wikipedia
13.13.13.114 14.14.14.114 53052 1194 17,104,1342,2392,1238,612,1780,0,1238,67.0,426306.0,426239.0,768077.0,wikipedia
14.14.14.114 13.13.13.114 1194 53052 17,104,1342,4648,1238,3861,787,0,1230,2.0,509408.0,509406.0,717428.0,wikipedia
13.13.13.115 14.14.14.115 53052 1194 17,104,292,1063,188,612,451,0,188,19.0,115840.0,115821.0,312138.0,wikipedia
14.14.14.115 13.13.13.115 1194 53052 17,104,1342,4320,1238,3861,459,0,1230,1.0,204730.0,204729.0,614325.0,wikipedia
14.14.14.116 13.13.13.116 57228 1194 17,82,1344,3589,1262,633,2956,0,1254,19.0,1001511.0,1001492.0,1042618.0,wikipedia
13.13.13.116 14.14.14.116 1194 57228 17,90,1144,3482,1054,2472,1010,0,1054,1.0,1018075.0,1018074.0,1037238.0,wikipedia
13.13.13.117 14.14.14.117 57228 1194 17,104,856,1906,752,612,1294,0,626,4.0,75925.0,75921.0,262960.0,wikipedia
14.14.14.117 13.13.13.117 1194 57228 17,104,1342,5479,1238,3861,1618,0,1230,1.0,103372.0,103371.0,494107.0,wikipedia
7.7.7.80 8.8.8.80 46703 1194 17,104,116,884,12,452,432,0,8,1766.0,202769.0,201003.0,503582.0,spotify
8.8.8.80 7.7.7.80 1194 46703 17,104,1342,4171,1238,484,3687,0,1238,8.0,204335.0,204327.0,321603.0,spotify
7.7.7.81 8.8.8.81 46703 1194 17,104,621,1389,517,448,941,0,517,1522.0,139676.0,138154.0,353643.0,spotify
8.8.8.81 7.7.7.81 1194 46703 17,104,1342,4223,1238,536,3687,0,1238,6.0,104088.0,104082.0,198308.0,spotify
7.7.7.82 8.8.8.82 46703 1194 17,104,621,1397,517,456,941,0,517,1843.0,299832.0,297989.0,529904.0,spotify
8.8.8.82 7.7.7.82 1194 46703 17,104,1342,4223,1238,536,3687,0,1238,3.0,215335.0,215332.0,320302.0,spotify
7.7.7.83 8.8.8.83 46703 1194 17,104,621,1906,517,456,1450,0,517,1704.0,138264.0,136560.0,350966.0,spotify
8.8.8.83 7.7.7.83 1194 46703 17,104,1342,4223,1238,536,3687,0,1238,3.0,102901.0,102898.0,207772.0,spotify
7.7.7.84 8.8.8.84 46703 1194 17,104,621,1906,517,456,1450,0,517,1511.0,231015.0,229504.0,519062.0,spotify
8.8.8.84 7.7.7.84 1194 46703 17,104,1342,3428,1238,536,2892,0,1238,20.0,308426.0,308406.0,426019.0,spotify
7.7.7.85 8.8.8.85 46703 1194 17,104,621,1906,517,456,1450,0,517,1780.0,130397.0,128617.0,231249.0,spotify
8.8.8.85 7.7.7.85 1194 46703 17,104,1342,3428,1238,536,2892,0,1238,20.0,102613.0,102593.0,208314.0,spotify
7.7.7.86 8.8.8.86 46703 1194 17,104,621,1906,517,448,1458,0,517,1715.0,130950.0,129235.0,308042.0,spotify
8.8.8.86 7.7.7.86 1194 46703 17,104,1342,3428,1238,536,2892,0,1238,21.0,102666.0,102645.0,309547.0,spotify
7.7.7.87 8.8.8.87 46703 1194 17,104,621,1906,517,456,1450,0,517,2822.0,181909.0,179087.0,327877.0,spotify
8.8.8.87 7.7.7.87 1194 46703 17,104,1342,3428,1238,536,2892,0,1238,20.0,205663.0,205643.0,302804.0,spotify
7.7.7.88 8.8.8.88 46703 1194 17,104,621,1416,517,467,949,0,501,3076.0,137157.0,134081.0,588451.0,spotify
8.8.8.88 7.7.7.88 1194 46703 17,104,1342,5754,1238,651,5103,0,1238,10.0,213363.0,213353.0,412759.0,spotify
7.7.7.88 8.8.8.88 45110 1194 17,82,1344,3602,1262,633,2969,0,1254,11582.0,216407.0,204825.0,626476.0,spotify
8.8.8.88 7.7.7.88 1194 45110 17,90,1144,3482,1054,2472,1010,0,1054,24.0,349445.0,349421.0,603091.0,spotify
7.7.7.89 8.8.8.89 45110 1194 17,104,621,1389,517,448,941,0,517,1999.0,1024742.0,1022743.0,1372407.0,spotify
8.8.8.89 7.7.7.89 1194 45110 17,104,1342,4223,1238,536,3687,0,1238,2.0,103998.0,103996.0,211974.0,spotify
7.7.7.90 8.8.8.90 1194 45110 17,104,1342,3453,1238,561,2892,0,1238,14.0,112841.0,112827.0,220024.0,spotify
8.8.8.90 7.7.7.90 45110 1194 17,104,621,1882,517,432,1450,0,517,2271.0,137199.0,134928.0,304033.0,spotify
7.7.7.91 8.8.8.91 45110 1194 17,104,621,1406,517,448,958,0,517,1952.0,214393.0,212441.0,681534.0,spotify
8.8.8.91 7.7.7.91 1194 45110 17,104,1342,5010,1238,528,4482,0,1238,2.0,210483.0,210481.0,605499.0,spotify
7.7.7.92 8.8.8.92 45110 1194 17,104,621,1906,517,448,1458,0,517,1817.0,91983.0,90166.0,299121.0,spotify
8.8.8.92 7.7.7.92 1194 45110 17,104,1342,4223,1238,528,3695,0,1230,3.0,103216.0,103213.0,190387.0,spotify
7.7.7.93 8.8.8.93 45110 1194 17,104,135,935,31,471,464,0,24,1523.0,282961.0,281438.0,730397.0,spotify
8.8.8.93 7.7.7.93 1194 45110 17,92,156,1014,64,518,496,0,64,21.0,319656.0,319635.0,819779.0,spotify
7.7.7.94 8.8.8.94 45110 1194 17,104,621,1389,517,448,941,0,517,3946.0,232048.0,228102.0,394276.0,spotify
8.8.8.94 7.7.7.94 1194 45110 17,104,1342,4223,1238,528,3695,0,1230,0.0,204781.0,204781.0,291176.0,spotify
7.7.7.95 8.8.8.95 45110 1194 17,104,621,1389,517,448,941,0,517,1555.0,228031.0,226476.0,382929.0,spotify
8.8.8.95 7.7.7.95 1194 45110 17,104,1342,4223,1238,536,3687,0,1238,0.0,205070.0,205070.0,291812.0,spotify
7.7.7.96 8.8.8.96 45110 1194 17,104,116,844,12,416,428,0,12,4227.0,213659.0,209432.0,560729.0,spotify
8.8.8.96 7.7.7.96 1194 45110 17,132,144,1068,12,528,540,0,12,0.0,191.0,191.0,192.0,spotify
7.7.7.97 8.8.8.97 45110 1194 17,104,621,1906,517,456,1450,0,517,1963.0,180684.0,178721.0,409558.0,spotify
8.8.8.97 7.7.7.97 1194 45110 17,104,1342,4223,1238,528,3695,0,1230,0.0,102262.0,102262.0,185736.0,spotify
7.7.7.98 8.8.8.98 45110 1194 17,104,621,1882,517,432,1450,0,517,1844.0,161662.0,159818.0,407970.0,spotify
8.8.8.98 7.7.7.98 1194 45110 17,104,1342,5357,1238,432,4925,0,1238,0.0,114417.0,114417.0,122438.0,spotify
13.13.13.118 14.14.14.118 40329 1194 17,111,128,917,17,469,448,0,14,1883.0,125998.0,124115.0,319979.0,wikipedia
14.14.14.118 13.13.13.118 1194 40329 17,112,163,1081,51,633,448,0,48,2.0,83739.0,83737.0,119752.0,wikipedia
13.13.13.119 14.14.14.119 40329 1194 17,104,621,1437,517,941,496,0,517,1682.0,107347.0,105665.0,284441.0,wikipedia
14.14.14.119 13.13.13.119 1194 40329 17,112,1342,5373,1230,4138,1235,0,1230,13.0,203591.0,203578.0,406815.0,wikipedia
13.13.13.120 14.14.14.120 40329 1194 17,112,1332,2117,1220,1669,448,0,1220,1982.0,460672.0,458690.0,486643.0,wikipedia
14.14.14.120 13.13.13.120 1194 40329 17,140,628,1609,488,1049,560,0,488,1.0,32.0,31.0,77.0,wikipedia
13.13.13.121 14.14.14.121 40329 1194 17,104,621,1437,517,941,496,0,517,807.0,103305.0,102498.0,237652.0,wikipedia
14.14.14.121 13.13.13.121 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,1.0,104082.0,104081.0,307232.0,wikipedia
13.13.13.122 14.14.14.122 40329 1194 17,104,621,1437,517,941,496,0,517,1657.0,130281.0,128624.0,389325.0,wikipedia
14.14.14.122 13.13.13.122 1194 40329 17,112,1342,5375,1230,4138,1237,0,1230,3.0,206204.0,206201.0,411584.0,wikipedia
13.13.13.123 14.14.14.123 40329 1194 17,104,1342,2595,1238,941,1654,0,1238,260.0,218840.0,218580.0,452557.0,wikipedia
14.14.14.123 13.13.13.123 1194 40329 17,104,1342,5020,1238,4138,882,0,1230,2.0,307259.0,307257.0,512650.0,wikipedia
13.13.13.124 14.14.14.124 40329 1194 17,104,621,1437,517,941,496,0,517,1130.0,98873.0,97743.0,234178.0,wikipedia
