Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Packet Length Range,First4Sum,Last4Sum,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT range,Flow Duration,Label
10.10.10.10 9.9.9.10 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,3.0,1228880.0,1228877.0,1240359.0,tiktok
9.9.9.11 10.10.10.11 56647 1194 17,68,1410,7360,1342,4298,3062,0,1342,2637.0,1402954.0,1400317.0,1527601.0,tiktok
10.10.10.11 9.9.9.11 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,3.0,59860.0,59857.0,82087.0,tiktok
9.9.9.12 10.10.10.12 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,4763.0,1397069.0,1392306.0,1525581.0,tiktok
10.10.10.12 9.9.9.12 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,3.0,1465487.0,1465484.0,1483614.0,tiktok
9.9.9.13 10.10.10.13 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,62.0,1785978.0,1785916.0,1920728.0,tiktok
10.10.10.13 9.9.9.13 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,2.0,1853118.0,1853116.0,1869168.0,tiktok
9.9.9.14 10.10.10.14 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,13.0,1684453.0,1684440.0,1805102.0,tiktok
10.10.10.14 9.9.9.14 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,2.0,1750975.0,1750973.0,1762360.0,tiktok
9.9.9.15 10.10.10.15 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,4.0,1776346.0,1776342.0,1793208.0,tiktok
10.10.10.15 9.9.9.15 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,11.0,1388156.0,1388145.0,1517673.0,tiktok
9.9.9.16 10.10.10.16 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,13.0,1903560.0,1903547.0,2014459.0,tiktok
10.10.10.16 9.9.9.16 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,2.0,1966584.0,1966582.0,1984626.0,tiktok
9.9.9.17 10.10.10.17 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,987.0,1600512.0,1599525.0,1669657.0,tiktok
10.10.10.17 9.9.9.17 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,29.0,1662734.0,1662705.0,1691302.0,tiktok
9.9.9.18 10.10.10.18 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,2580.0,2020293.0,2017713.0,2347455.0,tiktok
10.10.10.18 9.9.9.18 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,1.0,2098321.0,2098320.0,2109689.0,tiktok
9.9.9.19 10.10.10.19 56647 1194 17,121,1410,8702,1289,5640,3062,0,1289,4.0,99555.0,99551.0,105373.0,tiktok
10.10.10.19 9.9.9.19 1194 56647 17,1410,1410,11280,0,5640,5640,0,0,0.0,10763.0,10763.0,16709.0,tiktok
9.9.9.20 10.10.10.20 56647 1194 17,68,1410,8649,1342,4298,4351,0,1342,27.0,1982049.0,1982022.0,2155301.0,tiktok
10.10.10.20 9.9.9.20 1194 56647 17,68,1410,9938,1342,4298,5640,0,1342,0.0,2054266.0,2054266.0,2066352.0,tiktok
3.3.3.34 4.4.4.34 5353 5353 17,100,121,905,21,463,442,0,21,121.0,250558.0,250437.0,564301.0,instagram
3.3.3.34 4.4.4.34 51253 1194 17,82,1344,3589,1262,3129,460,0,1142,39.0,1192870.0,1192831.0,1386988.0,instagram
4.4.4.34 3.3.3.34 1194 51253 17,90,1144,3250,1054,2472,778,0,1054,5.0,93629.0,93624.0,181348.0,instagram
3.3.3.35 4.4.4.35 51253 1194 17,104,1332,4041,1228,1879,2162,8,1228,34.0,81814.0,81780.0,179897.0,instagram
4.4.4.35 3.3.3.35 1194 51253 17,104,1312,2322,1208,1879,443,0,1200,9.0,76443.0,76434.0,106128.0,instagram
3.3.3.36 4.4.4.36 51253 1194 17,92,1332,2407,1240,1879,528,22,1228,33.0,141468.0,141435.0,253696.0,instagram
4.4.4.36 3.3.3.36 1194 51253 17,104,1381,5822,1277,1879,3943,0,1277,57.0,58394.0,58337.0,89979.0,instagram
3.3.3.37 4.4.4.37 51253 1194 17,104,1332,4649,1228,2880,1769,8,1228,17.0,77618.0,77601.0,158296.0,instagram
4.4.4.37 3.3.3.37 1194 51253 17,68,1312,3716,1244,1788,1928,44,1200,42.0,108877.0,108835.0,174382.0,instagram
3.3.3.38 4.4.4.38 51253 1194 17,104,1332,4988,1228,1879,3109,0,1228,17.0,78516.0,78499.0,191771.0,instagram
4.4.4.38 3.3.3.38 1194 51253 17,104,1381,5823,1277,1880,3943,0,1277,10.0,77789.0,77779.0,105973.0,instagram
3.3.3.39 4.4.4.39 1194 51253 17,104,1312,4767,1208,2888,1879,0,1208,51.0,734918.0,734867.0,775449.0,instagram
4.4.4.39 3.3.3.39 51253 1194 17,104,1332,3343,1228,1652,1691,0,1228,41.0,654686.0,654645.0,756365.0,instagram
3.3.3.40 4.4.4.40 51253 1194 17,104,1332,4773,1228,1652,3121,0,1228,33.0,86698.0,86665.0,211894.0,instagram
4.4.4.40 3.3.3.40 1194 51253 17,112,1312,3764,1200,1880,1884,44,1200,12.0,100524.0,100512.0,130365.0,instagram
3.3.3.41 4.4.4.41 51253 1194 17,104,1332,3534,1228,1879,1655,8,1228,123.0,70628.0,70505.0,189434.0,instagram
4.4.4.41 3.3.3.41 1194 51253 17,104,1312,2398,1208,1879,519,0,1200,32.0,88020.0,87988.0,117157.0,instagram
3.3.3.42 4.4.4.42 51253 1194 17,104,1332,4989,1228,1879,3110,0,1228,37.0,107637.0,107600.0,125376.0,instagram
4.4.4.42 3.3.3.42 1194 51253 17,112,1312,3762,1200,1879,1883,44,1200,8.0,102798.0,102790.0,120113.0,instagram
3.3.3.43 4.4.4.43 51253 1194 17,104,1332,4988,1228,1879,3109,0,1228,22.0,101515.0,101493.0,141698.0,instagram
4.4.4.43 3.3.3.43 1194 51253 17,104,1312,3750,1208,1879,1871,135,1208,2.0,99739.0,99737.0,115108.0,instagram
3.3.3.44 4.4.4.44 1194 51253 17,68,1312,3721,1244,1835,1886,41,1244,13.0,129396.0,129383.0,256456.0,instagram
4.4.4.44 3.3.3.44 51253 1194 17,115,1332,5568,1217,5005,563,0,1126,9.0,131252.0,131243.0,252290.0,instagram
3.3.3.45 4.4.4.45 51253 1194 17,104,1332,4270,1228,1879,2391,8,1228,16.0,102916.0,102900.0,197299.0,instagram
4.4.4.45 3.3.3.45 1194 51253 17,104,1312,3750,1208,1879,1871,56,1200,19.0,99123.0,99104.0,122028.0,instagram
3.3.3.46 4.4.4.46 51253 1194 17,115,1332,5561,1217,4135,1426,0,960,2.0,157086.0,157084.0,376268.0,instagram
4.4.4.46 3.3.3.46 1194 51253 17,119,1312,3847,1193,3080,767,41,1152,17.0,105322.0,105305.0,137300.0,instagram
3.3.3.47 4.4.4.47 51253 1194 17,104,1332,5549,1228,4108,1441,0,1220,8.0,137347.0,137339.0,326132.0,instagram
4.4.4.47 3.3.3.47 1194 51253 17,112,1312,2670,1200,1879,791,7,1017,22.0,45892.0,45870.0,105756.0,instagram
3.3.3.48 4.4.4.48 51253 1194 17,104,1332,5272,1228,1652,3620,0,1228,9.0,101263.0,101254.0,148468.0,instagram
4.4.4.48 3.3.3.48 1194 51253 17,104,1312,3750,1208,1879,1871,8,1208,3.0,80200.0,80197.0,103071.0,instagram
3.3.3.49 4.4.4.49 51253 1194 17,104,1332,5287,1228,1652,3635,0,1228,13.0,78052.0,78039.0,220804.0,instagram
4.4.4.49 3.3.3.49 1194 51253 17,112,1312,3762,1200,1879,1883,44,1200,18.0,109176.0,109158.0,133141.0,instagram
3.3.3.50 4.4.4.50 51253 1194 17,92,1332,4441,1240,2061,2380,8,1220,221.0,96813.0,96592.0,183582.0,instagram
4.4.4.50 3.3.3.50 1194 51253 17,104,1312,3939,1208,1879,2060,56,1200,4.0,90804.0,90800.0,127169.0,instagram
3.3.3.51 4.4.4.51 51253 1194 17,104,1332,4452,1228,2061,2391,8,1228,30.0,104886.0,104856.0,225218.0,instagram
4.4.4.51 3.3.3.51 1194 51253 17,104,1312,3939,1208,1879,2060,56,1200,2.0,103537.0,103535.0,127945.0,instagram
3.3.3.52 4.4.4.52 51253 1194 17,104,1332,5336,1228,2061,3275,8,1228,73.0,124407.0,124334.0,164555.0,instagram
4.4.4.52 3.3.3.52 1194 51253 17,112,1312,3762,1200,1879,1883,44,1200,15.0,109806.0,109791.0,129736.0,instagram
3.3.3.53 4.4.4.53 51253 1194 17,104,1332,5672,1228,2061,3611,0,1228,39.0,116740.0,116701.0,142073.0,instagram
4.4.4.53 3.3.3.53 1194 51253 17,104,1312,3752,1208,1880,1872,56,1200,3.0,108478.0,108475.0,118228.0,instagram
15.15.15.21 16.16.16.21 59068 1194 17,92,1330,2405,1238,779,1626,0,1238,26.0,535737.0,535711.0,1342795.0,youtube
16.16.16.21 15.15.15.21 1194 59068 17,104,862,1686,758,464,1222,0,734,22.0,551090.0,551068.0,1363039.0,youtube
15.15.15.22 16.16.16.22 1194 59068 17,104,1330,8196,1226,4094,4102,0,1226,13.0,3017851.0,3017838.0,3071447.0,youtube
16.16.16.22 15.15.15.22 59068 1194 17,104,1330,4542,1226,1658,2884,0,1226,9.0,1752505.0,1752496.0,2045759.0,youtube
15.15.15.23 16.16.16.23 59068 1194 17,104,1330,3308,1226,1642,1666,0,1226,2.0,512870.0,512868.0,1077561.0,youtube
16.16.16.23 15.15.15.23 1194 59068 17,103,1330,6961,1227,1641,5320,0,1227,18.0,902832.0,902814.0,1714510.0,youtube
15.15.15.24 16.16.16.24 59068 1194 17,112,1330,3332,1218,1666,1666,0,1218,1.0,253232.0,253231.0,647891.0,youtube
16.16.16.24 15.15.15.24 1194 59068 17,68,1330,4506,1262,404,4102,0,1218,11.0,305441.0,305430.0,458795.0,youtube
15.15.15.25 16.16.16.25 59068 1194 17,112,1330,4550,1218,2884,1666,0,1218,2.0,197254.0,197252.0,284691.0,youtube
16.16.16.25 15.15.15.25 1194 59068 17,112,1330,8204,1218,5320,2884,0,1218,17.0,35861.0,35844.0,47616.0,youtube
15.15.15.26 16.16.16.26 59068 1194 17,104,1330,3308,1226,2884,424,0,1218,1.0,89732.0,89731.0,101157.0,youtube
16.16.16.26 15.15.15.26 1194 59068 17,112,1330,6986,1218,1666,5320,0,1218,3.0,6484.0,6481.0,16421.0,youtube
15.15.15.27 16.16.16.27 59068 1194 17,104,1330,3116,1226,1666,1450,0,1218,2.0,53646.0,53644.0,55349.0,youtube
16.16.16.27 15.15.15.27 1194 59068 17,104,1330,4534,1226,1666,2868,0,1226,14.0,29623.0,29609.0,59320.0,youtube
15.15.15.28 16.16.16.28 59068 1194 17,104,1330,2599,1226,1650,949,0,1226,2.0,1975502.0,1975500.0,2115755.0,youtube
16.16.16.28 15.15.15.28 1194 59068 17,104,1330,4534,1226,1658,2876,0,1226,49.0,2029683.0,2029634.0,2117367.0,youtube
15.15.15.29 16.16.16.29 59068 1194 17,104,1330,4334,1226,1658,2676,0,1226,79.0,75065.0,74986.0,122670.0,youtube
16.16.16.29 15.15.15.29 1194 59068 17,104,1381,7080,1277,2884,4196,0,1277,37.0,34233.0,34196.0,75548.0,youtube
15.15.15.30 16.16.16.30 59068 1194 17,104,1330,3825,1226,2884,941,0,1218,11.0,47174.0,47163.0,59059.0,youtube
16.16.16.30 15.15.15.30 1194 59068 17,112,1330,6986,1218,1666,5320,0,1218,20.0,18334.0,18314.0,42268.0,youtube
15.15.15.31 16.16.16.31 1194 59068 17,104,1330,4534,1226,440,4094,0,1226,21.0,1823771.0,1823750.0,1887364.0,youtube
16.16.16.31 15.15.15.31 59068 1194 17,104,1330,2599,1226,1658,941,0,1226,1.0,1588264.0,1588263.0,1650479.0,youtube
15.15.15.32 16.16.16.32 59068 1194 17,104,1330,3825,1226,2884,941,0,1218,31.0,196437.0,196406.0,253038.0,youtube
16.16.16.32 15.15.15.32 1194 59068 17,112,1330,6986,1218,1666,5320,0,1218,3.0,11358.0,11355.0,23453.0,youtube
15.15.15.33 16.16.16.33 59068 1194 17,104,1330,4334,1226,1658,2676,0,1218,10.0,83703.0,83693.0,140749.0,youtube
16.16.16.33 15.15.15.33 1194 59068 17,104,1381,5803,1277,2884,2919,0,1277,11.0,29206.0,29195.0,67756.0,youtube
15.15.15.34 16.16.16.34 59068 1194 17,104,1330,3825,1226,2884,941,0,1218,13.0,103500.0,103487.0,104169.0,youtube
16.16.16.34 15.15.15.34 1194 59068 17,112,1330,6986,1218,1666,5320,0,1218,3.0,10620.0,10617.0,22852.0,youtube
15.15.15.35 16.16.16.35 46033 1194 17,104,1330,4551,1226,2884,1667,17,1218,8.0,1890954.0,1890946.0,1982184.0,youtube
16.16.16.35 15.15.15.35 1194 46033 17,112,1330,8204,1218,4102,4102,0,1218,0.0,18841.0,18841.0,60018.0,youtube
15.15.15.36 16.16.16.36 46033 1194 17,104,1330,4334,1226,1658,2676,0,1218,20.0,80483.0,80463.0,101839.0,youtube
16.16.16.36 15.15.15.36 1194 46033 17,104,1330,4534,1226,2884,1650,0,1218,0.0,55790.0,55790.0,108565.0,youtube
15.15.15.37 16.16.16.37 46033 1194 17,104,1330,4342,1226,2884,1458,0,1218,1.0,184386.0,184385.0,194638.0,youtube
16.16.16.37 15.15.15.37 1194 46033 17,112,1330,6986,1218,1666,5320,0,1218,0.0,17988.0,17988.0,35015.0,youtube
15.15.15.38 16.16.16.38 46033 1194 17,104,1330,3494,1226,1836,1658,8,1218,12.0,129263.0,129251.0,237834.0,youtube
16.16.16.38 15.15.15.38 1194 46033 17,104,1381,6713,1277,2978,3735,0,1277,0.0,56952.0,56952.0,121353.0,youtube
15.15.15.39 16.16.16.39 46033 1194 17,104,1330,4334,1226,1658,2676,0,1218,1.0,105239.0,105238.0,109013.0,youtube
16.16.16.39 15.15.15.39 1194 46033 17,104,1381,5803,1277,2884,2919,0,1277,0.0,93276.0,93276.0,120752.0,youtube
15.15.15.40 16.16.16.40 46033 1194 17,104,1330,3825,1226,2884,941,0,1218,1.0,151082.0,151081.0,151344.0,youtube
16.16.16.40 15.15.15.40 1194 46033 17,112,1330,6986,1218,1666,5320,0,1218,0.0,10758.0,10758.0,22703.0,youtube
15.15.15.41 16.16.16.41 45552 1194 17,104,1330,3825,1226,2884,941,0,1218,10.0,60485.0,60475.0,69775.0,youtube
16.16.16.41 15.15.15.41 1194 45552 17,104,1330,4534,1226,2884,1650,0,1218,0.0,30822.0,30822.0,68784.0,youtube
15.15.15.42 16.16.16.42 45552 1194 17,104,1330,5051,1226,2884,2167,0,1218,2.0,107476.0,107474.0,109211.0,youtube
16.16.16.42 15.15.15.42 1194 45552 17,112,1330,6986,1218,2884,4102,0,1218,0.0,5866.0,5866.0,16611.0,youtube
15.15.15.43 16.16.16.43 42350 1194 17,104,1330,5051,1226,2884,2167,0,1218,20.0,66439.0,66419.0,125502.0,youtube
16.16.16.43 15.15.15.43 1194 42350 17,112,1330,6986,1218,1666,5320,0,1218,0.0,10893.0,10893.0,22969.0,youtube
1.1.1.18 2.2.2.18 57199 1194 17,112,1312,5812,1200,1748,4064,0,1200,12.0,2316888.0,2316876.0,2880211.0,facebook
2.2.2.18 1.1.1.18 1194 57199 17,122,1312,2666,1190,1866,800,0,1040,0.0,431841.0,431841.0,565637.0,facebook
1.1.1.19 2.2.2.19 57199 1194 17,104,1312,2482,1208,432,2050,0,1208,2112.0,51362.0,49250.0,136728.0,facebook
2.2.2.19 1.1.1.19 1194 57199 17,104,1312,2297,1208,448,1849,0,1200,0.0,110199.0,110199.0,147304.0,facebook
1.1.1.20 2.2.2.20 57199 1194 17,104,1312,2482,1208,1648,834,0,1200,4.0,42825.0,42821.0,67546.0,facebook
2.2.2.20 1.1.1.20 1194 57199 17,104,1312,2296,1208,448,1848,0,1200,0.0,40811.0,40811.0,85296.0,facebook
1.1.1.21 2.2.2.21 57199 1194 17,104,1312,2484,1208,432,2052,0,1208,12.0,61811.0,61799.0,119611.0,facebook
2.2.2.21 1.1.1.21 1194 57199 17,104,1312,2241,1208,448,1793,0,1208,0.0,120024.0,120024.0,144724.0,facebook
1.1.1.22 2.2.2.22 57199 1194 17,104,1312,2484,1208,432,2052,0,1208,30.0,102063.0,102033.0,245634.0,facebook
2.2.2.22 1.1.1.22 1194 57199 17,104,1312,2296,1208,448,1848,0,1200,0.0,208934.0,208934.0,257130.0,facebook
1.1.1.23 2.2.2.23 57199 1194 17,104,1312,2482,1208,432,2050,0,1208,9.0,92484.0,92475.0,140901.0,facebook
2.2.2.23 1.1.1.23 1194 57199 17,104,1312,2296,1208,448,1848,0,1200,0.0,119535.0,119535.0,160870.0,facebook
1.1.1.24 2.2.2.24 57199 1194 17,104,1312,2297,1208,432,1865,0,1208,11.0,77283.0,77272.0,164923.0,facebook
2.2.2.24 1.1.1.24 1194 57199 17,104,1381,3566,1277,1648,1918,0,1277,0.0,90351.0,90351.0,191797.0,facebook
1.1.1.25 2.2.2.25 57199 1194 17,104,1312,2303,1208,432,1871,0,1208,330.0,62542.0,62212.0,87791.0,facebook
2.2.2.25 1.1.1.25 1194 57199 17,104,1312,2296,1208,448,1848,0,1200,0.0,66266.0,66266.0,93884.0,facebook
1.1.1.26 2.2.2.26 57199 1194 17,104,1312,2303,1208,432,1871,0,1208,2115.0,50991.0,48876.0,82367.0,facebook
2.2.2.26 1.1.1.26 1194 57199 17,104,1381,4489,1277,448,4041,0,1208,0.0,78944.0,78944.0,94801.0,facebook
1.1.1.27 2.2.2.27 57199 1194 17,104,1312,2295,1208,432,1863,0,1208,10.0,137642.0,137632.0,260823.0,facebook
2.2.2.27 1.1.1.27 1194 57199 17,104,1381,3565,1277,1648,1917,0,1277,0.0,200245.0,200245.0,276448.0,facebook
1.1.1.28 2.2.2.28 57199 1194 17,104,1312,2305,1208,432,1873,0,1208,12.0,95666.0,95654.0,123115.0,facebook
2.2.2.28 1.1.1.28 1194 57199 17,104,1312,2296,1208,1648,648,0,1200,0.0,108710.0,108710.0,132470.0,facebook
1.1.1.29 2.2.2.29 57199 1194 17,104,514,1499,410,432,1067,0,402,13.0,191792.0,191779.0,310930.0,facebook
2.2.2.29 1.1.1.29 1194 57199 17,104,1381,3498,1277,440,3058,0,1052,0.0,244843.0,244843.0,262672.0,facebook
1.1.1.30 2.2.2.30 57199 1194 17,104,1312,2305,1208,432,1873,0,1208,30.0,98932.0,98902.0,140152.0,facebook
2.2.2.30 1.1.1.30 1194 57199 17,104,1312,2297,1208,448,1849,0,1200,0.0,137137.0,137137.0,157658.0,facebook
1.1.1.31 2.2.2.31 57199 1194 17,104,1312,2707,1208,440,2267,0,975,2.0,100136.0,100134.0,207287.0,facebook
2.2.2.31 1.1.1.31 1194 57199 17,104,1381,3498,1277,440,3058,0,1277,0.0,103055.0,103055.0,113608.0,facebook
1.1.1.32 2.2.2.32 57199 1194 17,104,337,1328,233,432,896,0,225,8.0,107133.0,107125.0,172455.0,facebook
2.2.2.32 1.1.1.32 1194 57199 17,104,1381,3281,1277,448,2833,0,1277,0.0,159974.0,159974.0,177577.0,facebook
1.1.1.33 2.2.2.33 57199 1194 17,104,337,1328,233,432,896,0,223,11.0,95839.0,95828.0,171128.0,facebook
2.2.2.33 1.1.1.33 1194 57199 17,104,1381,3281,1277,448,2833,0,1277,0.0,148452.0,148452.0,176513.0,facebook
1.1.1.34 2.2.2.34 57199 1194 17,104,1312,2476,1208,1640,836,0,1208,1.0,64055.0,64054.0,125069.0,facebook
2.2.2.34 1.1.1.34 1194 57199 17,104,1312,2514,1208,1648,866,0,1200,0.0,65036.0,65036.0,139188.0,facebook
9.9.9.21 10.10.10.21 49018 1194 17,104,544,1591,440,609,982,0,440,1336.0,439018.0,437682.0,805108.0,tiktok
10.10.10.21 9.9.9.21 1194 49018 17,104,1381,4576,1277,2868,1708,8,1277,0.0,563805.0,563805.0,867314.0,tiktok
9.9.9.22 10.10.10.22 49018 1194 17,68,1410,6071,1342,4298,1773,0,1342,1.0,726195.0,726194.0,944537.0,tiktok
10.10.10.22 9.9.9.22 1194 49018 17,68,1410,8906,1342,4298,4608,0,1342,0.0,797188.0,797188.0,940860.0,tiktok
9.9.9.23 10.10.10.23 49018 1194 17,68,1410,7360,1342,4298,3062,0,1342,9.0,485871.0,485862.0,790751.0,tiktok
10.10.10.23 9.9.9.23 1194 49018 17,68,1410,9938,1342,4298,5640,0,1342,0.0,551456.0,551456.0,562705.0,tiktok
9.9.9.24 10.10.10.24 49018 1194 17,68,1410,7360,1342,4298,3062,0,1342,12.0,313612.0,313600.0,621716.0,tiktok
10.10.10.24 9.9.9.24 1194 49018 17,68,1410,9938,1342,4298,5640,0,1342,0.0,380192.0,380192.0,390449.0,tiktok
9.9.9.25 10.10.10.25 47841 1194 17,92,1410,4726,1318,404,4322,0,1318,12.0,3991913.0,3991901.0,4305457.0,tiktok
10.10.10.25 9.9.9.25 1194 47841 17,104,1410,7386,1306,1746,5640,0,1306,0.0,4103212.0,4103212.0,4337057.0,tiktok
9.9.9.26 10.10.10.26 1194 47841 17,104,1410,6104,1306,464,5640,0,1306,0.0,472399.0,472399.0,765822.0,tiktok
10.10.10.26 9.9.9.26 47841 1194 17,92,1410,6008,1318,368,5640,0,1318,775.0,348070.0,347295.0,562516.0,tiktok
9.9.9.27 10.10.10.27 47841 1194 17,68,1410,8649,1342,4298,4351,0,1342,25.0,542545.0,542520.0,1025954.0,tiktok
10.10.10.27 9.9.9.27 1194 47841 17,68,1410,9938,1342,4298,5640,0,1342,0.0,504131.0,504131.0,514551.0,tiktok
9.9.9.28 10.10.10.28 1194 47841 17,104,1410,7393,1306,1753,5640,0,1306,0.0,4739838.0,4739838.0,4919153.0,tiktok
10.10.10.28 9.9.9.28 47841 1194 17,92,1410,6037,1318,1686,4351,0,1318,11.0,4668119.0,4668108.0,4809621.0,tiktok
9.9.9.29 10.10.10.29 1194 47841 17,68,1410,9938,1342,4298,5640,0,1342,0.0,1503203.0,1503203.0,1527313.0,tiktok
10.10.10.29 9.9.9.29 47841 1194 17,68,1410,7360,1342,4298,3062,0,1342,1325.0,515502.0,514177.0,611360.0,tiktok
9.9.9.30 10.10.10.30 47841 1194 17,121,1410,9991,1289,5640,4351,0,1289,538.0,56968.0,56430.0,77668.0,tiktok
10.10.10.30 9.9.9.30 1194 47841 17,1410,1410,11280,0,5640,5640,0,0,0.0,5698.0,5698.0,11230.0,tiktok
9.9.9.31 10.10.10.31 47841 1194 17,112,1410,8693,1298,4342,4351,0,1298,3817.0,916272.0,912455.0,1048335.0,tiktok
10.10.10.31 9.9.9.31 1194 47841 17,68,1410,9938,1342,4298,5640,0,1342,0.0,978148.0,978148.0,1006830.0,tiktok
9.9.9.32 10.10.10.32 47841 1194 17,121,1410,8702,1289,5640,3062,0,1289,1220.0,72925.0,71705.0,91253.0,tiktok
10.10.10.32 9.9.9.32 1194 47841 17,1410,1410,11280,0,5640,5640,0,0,0.0,6498.0,6498.0,15882.0,tiktok
9.9.9.33 10.10.10.33 1194 47841 17,68,1410,9938,1342,4298,5640,0,1342,0.0,1044369.0,1044369.0,1063315.0,tiktok
10.10.10.33 9.9.9.33 47841 1194 17,68,1410,8649,1342,4298,4351,0,1342,11.0,821934.0,821923.0,948260.0,tiktok
9.9.9.34 10.10.10.34 47841 1194 17,68,1410,4724,1342,1662,3062,0,1318,117.0,1132233.0,1132116.0,1581639.0,tiktok
10.10.10.34 9.9.9.34 1194 47841 17,68,1410,7472,1342,1832,5640,0,1233,0.0,991922.0,991922.0,1495801.0,tiktok
9.9.9.35 10.10.10.35 47841 1194 17,104,1410,6104,1306,1753,4351,0,1306,11.0,2366732.0,2366721.0,4137609.0,tiktok
10.10.10.35 9.9.9.35 1194 47841 17,92,1410,7338,1318,1698,5640,0,1306,0.0,2637933.0,2637933.0,3977006.0,tiktok
9.9.9.36 10.10.10.36 47841 1194 17,68,1410,4782,1342,3009,1773,0,1342,3948.0,1491325.0,1487377.0,1695518.0,tiktok
10.10.10.36 9.9.9.36 1194 47841 17,68,1410,8912,1342,4298,4614,0,1342,0.0,1578288.0,1578288.0,1710713.0,tiktok
9.9.9.37 10.10.10.37 1194 47841 17,68,1410,9938,1342,4298,5640,0,1342,0.0,1134772.0,1134772.0,1165853.0,tiktok
10.10.10.37 9.9.9.37 47841 1194 17,121,1410,7413,1289,5640,1773,0,1289,11.0,187172.0,187161.0,316213.0,tiktok
9.9.9.38 10.10.10.38 47841 1194 17,68,1410,8649,1342,4298,4351,0,1342,12.0,1536985.0,1536973.0,1665509.0,tiktok
10.10.10.38 9.9.9.38 1194 47841 17,68,1410,9938,1342,4298,5640,0,1342,0.0,1608944.0,1608944.0,1614211.0,tiktok
11.11.11.20 12.12.12.20 36936 1194 17,112,112,896,0,448,448,0,0,1.0,2988486.0,2988485.0,3816813.0,twitter
12.12.12.20 11.11.11.20 1194 36936 17,68,116,856,48,404,452,0,44,0.0,1415400.0,1415400.0,2541525.0,twitter
11.11.11.21 12.12.12.21 36936 1194 17,112,608,1424,496,976,448,0,480,1.0,1338031.0,1338030.0,2788425.0,twitter
12.12.12.21 11.11.11.21 1194 36936 17,112,544,1376,432,928,448,0,416,0.0,1285854.0,1285854.0,2262136.0,twitter
11.11.11.22 12.12.12.22 36936 1194 17,112,112,896,0,448,448,0,0,0.0,603864.0,603864.0,1029544.0,twitter
12.12.12.22 11.11.11.22 1194 36936 17,104,116,892,12,448,444,0,12,0.0,695365.0,695365.0,1444027.0,twitter
11.11.11.23 12.12.12.23 36936 1194 17,112,112,896,0,448,448,0,0,1.0,593980.0,593979.0,993274.0,twitter
12.12.12.23 11.11.11.23 1194 36936 17,104,112,888,8,448,440,0,8,0.0,566624.0,566624.0,1578254.0,twitter
11.11.11.24 12.12.12.24 36936 1194 17,112,112,896,0,448,448,0,0,25.0,739493.0,739468.0,957457.0,twitter
12.12.12.24 11.11.11.24 1194 36936 17,112,288,1072,176,448,624,0,176,0.0,1944647.0,1944647.0,2433553.0,twitter
11.11.11.25 12.12.12.25 36936 1194 17,104,112,872,8,440,432,0,8,12.0,90925.0,90913.0,208170.0,twitter
12.12.12.25 11.11.11.25 1194 36936 17,104,112,872,8,448,424,0,8,0.0,101310.0,101310.0,220580.0,twitter
11.11.11.26 12.12.12.26 36936 1194 17,104,112,872,8,448,424,0,8,1.0,74976.0,74975.0,86003.0,twitter
12.12.12.26 11.11.11.26 1194 36936 17,104,1381,2149,1277,448,1701,0,1277,0.0,168014.0,168014.0,183328.0,twitter
11.11.11.27 12.12.12.27 36936 1194 17,104,112,864,8,448,416,0,8,1.0,76697.0,76696.0,90533.0,twitter
12.12.12.27 11.11.11.27 1194 36936 17,104,1381,3426,1277,448,2978,0,1277,0.0,219657.0,219657.0,340636.0,twitter
11.11.11.28 12.12.12.28 36936 1194 17,104,112,888,8,448,440,0,8,1.0,110977.0,110976.0,149083.0,twitter
12.12.12.28 11.11.11.28 1194 36936 17,104,112,888,8,448,440,0,8,0.0,183969.0,183969.0,255827.0,twitter
11.11.11.29 12.12.12.29 36936 1194 17,104,621,1381,517,440,941,0,509,12.0,80692.0,80680.0,165610.0,twitter
12.12.12.29 11.11.11.29 1194 36936 17,104,1381,3418,1277,448,2970,0,1277,0.0,108061.0,108061.0,161971.0,twitter
11.11.11.30 12.12.12.30 36936 1194 17,104,112,864,8,448,416,0,8,43.0,70431.0,70388.0,84436.0,twitter
12.12.12.30 11.11.11.30 1194 36936 17,68,1381,3382,1313,404,2978,0,1277,0.0,112331.0,112331.0,190662.0,twitter
11.11.11.31 12.12.12.31 36936 1194 17,104,112,864,8,448,416,0,8,1.0,136993.0,136992.0,143650.0,twitter
