Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT Range,Flow Duration,Packet Length Range,First4Sum,Last4Sum,Label
10.10.10.14 9.9.9.14 1194 56647 17,68,1410,9938,0,1342,2,1750975,1750973,1762360000,1342,4298,5640,multimedia_apps
9.9.9.15 10.10.10.15 1194 56647 17,68,1410,9938,0,1342,4,1776346,1776342,1793208000,1342,4298,5640,multimedia_apps
10.10.10.15 9.9.9.15 56647 1194 17,68,1410,8649,0,1342,11,1388156,1388145,1517673000,1342,4298,4351,multimedia_apps
9.9.9.16 10.10.10.16 56647 1194 17,68,1410,8649,0,1342,13,1903560,1903547,2014459000,1342,4298,4351,multimedia_apps
10.10.10.16 9.9.9.16 1194 56647 17,68,1410,9938,0,1342,2,1966584,1966582,1984626000,1342,4298,5640,multimedia_apps
9.9.9.17 10.10.10.17 56647 1194 17,68,1410,8649,0,1342,987,1600512,1599525,1669657000,1342,4298,4351,multimedia_apps
10.10.10.17 9.9.9.17 1194 56647 17,68,1410,9938,0,1342,29,1662734,1662705,1691302000,1342,4298,5640,multimedia_apps
9.9.9.18 10.10.10.18 56647 1194 17,68,1410,8649,0,1342,2580,2020293,2017713,2347455000,1342,4298,4351,multimedia_apps
10.10.10.18 9.9.9.18 1194 56647 17,68,1410,9938,0,1342,1,2098321,2098320,2109689000,1342,4298,5640,multimedia_apps
9.9.9.19 10.10.10.19 56647 1194 17,121,1410,8702,0,1289,4,99555,99551,105373000,1289,5640,3062,multimedia_apps
10.10.10.19 9.9.9.19 1194 56647 17,1410,1410,11280,0,0,0,10763,10763,16709000,0,5640,5640,multimedia_apps
9.9.9.20 10.10.10.20 56647 1194 17,68,1410,8649,0,1342,27,1982049,1982022,2155301000,1342,4298,4351,multimedia_apps
10.10.10.20 9.9.9.20 1194 56647 17,68,1410,9938,0,1342,0,2054266,2054266,2066352000,1342,4298,5640,multimedia_apps
3.3.3.34 4.4.4.34 5353 5353 17,100,121,905,0,21,121,250558,250437,564301000,21,463,442,multimedia_apps
3.3.3.34 4.4.4.34 51253 1194 17,82,1344,3589,0,1142,39,1192870,1192831,1386988000,1262,3129,460,multimedia_apps
4.4.4.34 3.3.3.34 1194 51253 17,90,1144,3250,0,1054,5,93629,93624,181348000,1054,2472,778,multimedia_apps
3.3.3.35 4.4.4.35 51253 1194 17,104,1332,4041,8,1228,34,81814,81780,179897000,1228,1879,2162,multimedia_apps
4.4.4.35 3.3.3.35 1194 51253 17,104,1312,2322,0,1200,9,76443,76434,106128000,1208,1879,443,multimedia_apps
3.3.3.36 4.4.4.36 51253 1194 17,92,1332,2407,22,1228,33,141468,141435,253696000,1240,1879,528,multimedia_apps
4.4.4.36 3.3.3.36 1194 51253 17,104,1381,5822,0,1277,57,58394,58337,89979000,1277,1879,3943,multimedia_apps
3.3.3.37 4.4.4.37 51253 1194 17,104,1332,4649,8,1228,17,77618,77601,158296000,1228,2880,1769,multimedia_apps
4.4.4.37 3.3.3.37 1194 51253 17,68,1312,3716,44,1200,42,108877,108835,174382000,1244,1788,1928,multimedia_apps
3.3.3.38 4.4.4.38 51253 1194 17,104,1332,4988,0,1228,17,78516,78499,191771000,1228,1879,3109,multimedia_apps
4.4.4.38 3.3.3.38 1194 51253 17,104,1381,5823,0,1277,10,77789,77779,105973000,1277,1880,3943,multimedia_apps
3.3.3.39 4.4.4.39 1194 51253 17,104,1312,4767,0,1208,51,734918,734867,775449000,1208,2888,1879,multimedia_apps
4.4.4.39 3.3.3.39 51253 1194 17,104,1332,3343,0,1228,41,654686,654645,756365000,1228,1652,1691,multimedia_apps
3.3.3.40 4.4.4.40 51253 1194 17,104,1332,4773,0,1228,33,86698,86665,211894000,1228,1652,3121,multimedia_apps
4.4.4.40 3.3.3.40 1194 51253 17,112,1312,3764,44,1200,12,100524,100512,130365000,1200,1880,1884,multimedia_apps
3.3.3.41 4.4.4.41 51253 1194 17,104,1332,3534,8,1228,123,70628,70505,189434000,1228,1879,1655,multimedia_apps
4.4.4.41 3.3.3.41 1194 51253 17,104,1312,2398,0,1200,32,88020,87988,117157000,1208,1879,519,multimedia_apps
3.3.3.42 4.4.4.42 51253 1194 17,104,1332,4989,0,1228,37,107637,107600,125376000,1228,1879,3110,multimedia_apps
4.4.4.42 3.3.3.42 1194 51253 17,112,1312,3762,44,1200,8,102798,102790,120113000,1200,1879,1883,multimedia_apps
3.3.3.43 4.4.4.43 51253 1194 17,104,1332,4988,0,1228,22,101515,101493,141698000,1228,1879,3109,multimedia_apps
4.4.4.43 3.3.3.43 1194 51253 17,104,1312,3750,135,1208,2,99739,99737,115108000,1208,1879,1871,multimedia_apps
3.3.3.44 4.4.4.44 1194 51253 17,68,1312,3721,41,1244,13,129396,129383,256456000,1244,1835,1886,multimedia_apps
4.4.4.44 3.3.3.44 51253 1194 17,115,1332,5568,0,1126,9,131252,131243,252290000,1217,5005,563,multimedia_apps
3.3.3.45 4.4.4.45 51253 1194 17,104,1332,4270,8,1228,16,102916,102900,197299000,1228,1879,2391,multimedia_apps
4.4.4.45 3.3.3.45 1194 51253 17,104,1312,3750,56,1200,19,99123,99104,122028000,1208,1879,1871,multimedia_apps
3.3.3.46 4.4.4.46 51253 1194 17,115,1332,5561,0,960,2,157086,157084,376268000,1217,4135,1426,multimedia_apps
4.4.4.46 3.3.3.46 1194 51253 17,119,1312,3847,41,1152,17,105322,105305,137300000,1193,3080,767,multimedia_apps
3.3.3.47 4.4.4.47 51253 1194 17,104,1332,5549,0,1220,8,137347,137339,326132000,1228,4108,1441,multimedia_apps
4.4.4.47 3.3.3.47 1194 51253 17,112,1312,2670,7,1017,22,45892,45870,105756000,1200,1879,791,multimedia_apps
3.3.3.48 4.4.4.48 51253 1194 17,104,1332,5272,0,1228,9,101263,101254,148468000,1228,1652,3620,multimedia_apps
4.4.4.48 3.3.3.48 1194 51253 17,104,1312,3750,8,1208,3,80200,80197,103071000,1208,1879,1871,multimedia_apps
3.3.3.49 4.4.4.49 51253 1194 17,104,1332,5287,0,1228,13,78052,78039,220804000,1228,1652,3635,multimedia_apps
4.4.4.49 3.3.3.49 1194 51253 17,112,1312,3762,44,1200,18,109176,109158,133141000,1200,1879,1883,multimedia_apps
3.3.3.50 4.4.4.50 51253 1194 17,92,1332,4441,8,1220,221,96813,96592,183582000,1240,2061,2380,multimedia_apps
4.4.4.50 3.3.3.50 1194 51253 17,104,1312,3939,56,1200,4,90804,90800,127169000,1208,1879,2060,multimedia_apps
3.3.3.51 4.4.4.51 51253 1194 17,104,1332,4452,8,1228,30,104886,104856,225218000,1228,2061,2391,multimedia_apps
4.4.4.51 3.3.3.51 1194 51253 17,104,1312,3939,56,1200,2,103537,103535,127945000,1208,1879,2060,multimedia_apps
3.3.3.52 4.4.4.52 51253 1194 17,104,1332,5336,8,1228,73,124407,124334,164555000,1228,2061,3275,multimedia_apps
4.4.4.52 3.3.3.52 1194 51253 17,112,1312,3762,44,1200,15,109806,109791,129736000,1200,1879,1883,multimedia_apps
3.3.3.53 4.4.4.53 51253 1194 17,104,1332,5672,0,1228,39,116740,116701,142073000,1228,2061,3611,multimedia_apps
4.4.4.53 3.3.3.53 1194 51253 17,104,1312,3752,56,1200,3,108478,108475,118228000,1208,1880,1872,multimedia_apps
15.15.15.21 16.16.16.21 59068 1194 17,92,1330,2405,0,1238,26,535737,535711,1342795000,1238,779,1626,multimedia_apps
16.16.16.21 15.15.15.21 1194 59068 17,104,862,1686,0,734,22,551090,551068,1363039000,758,464,1222,multimedia_apps
15.15.15.22 16.16.16.22 1194 59068 17,104,1330,8196,0,1226,13,3017851,3017838,3071447000,1226,4094,4102,multimedia_apps
16.16.16.22 15.15.15.22 59068 1194 17,104,1330,4542,0,1226,9,1752505,1752496,2045759000,1226,1658,2884,multimedia_apps
15.15.15.23 16.16.16.23 59068 1194 17,104,1330,3308,0,1226,2,512870,512868,1077561000,1226,1642,1666,multimedia_apps
16.16.16.23 15.15.15.23 1194 59068 17,103,1330,6961,0,1227,18,902832,902814,1714510000,1227,1641,5320,multimedia_apps
15.15.15.24 16.16.16.24 59068 1194 17,112,1330,3332,0,1218,1,253232,253231,647891000,1218,1666,1666,multimedia_apps
16.16.16.24 15.15.15.24 1194 59068 17,68,1330,4506,0,1218,11,305441,305430,458795000,1262,404,4102,multimedia_apps
15.15.15.25 16.16.16.25 59068 1194 17,112,1330,4550,0,1218,2,197254,197252,284691000,1218,2884,1666,multimedia_apps
16.16.16.25 15.15.15.25 1194 59068 17,112,1330,8204,0,1218,17,35861,35844,47616000,1218,5320,2884,multimedia_apps
15.15.15.26 16.16.16.26 59068 1194 17,104,1330,3308,0,1218,1,89732,89731,101157000,1226,2884,424,multimedia_apps
16.16.16.26 15.15.15.26 1194 59068 17,112,1330,6986,0,1218,3,6484,6481,16421000,1218,1666,5320,multimedia_apps
15.15.15.27 16.16.16.27 59068 1194 17,104,1330,3116,0,1218,2,53646,53644,55349000,1226,1666,1450,multimedia_apps
16.16.16.27 15.15.15.27 1194 59068 17,104,1330,4534,0,1226,14,29623,29609,59320000,1226,1666,2868,multimedia_apps
15.15.15.28 16.16.16.28 59068 1194 17,104,1330,2599,0,1226,2,1975502,1975500,2115755000,1226,1650,949,multimedia_apps
16.16.16.28 15.15.15.28 1194 59068 17,104,1330,4534,0,1226,49,2029683,2029634,2117367000,1226,1658,2876,multimedia_apps
15.15.15.29 16.16.16.29 59068 1194 17,104,1330,4334,0,1226,79,75065,74986,122670000,1226,1658,2676,multimedia_apps
16.16.16.29 15.15.15.29 1194 59068 17,104,1381,7080,0,1277,37,34233,34196,75548000,1277,2884,4196,multimedia_apps
15.15.15.30 16.16.16.30 59068 1194 17,104,1330,3825,0,1218,11,47174,47163,59059000,1226,2884,941,multimedia_apps
16.16.16.30 15.15.15.30 1194 59068 17,112,1330,6986,0,1218,20,18334,18314,42268000,1218,1666,5320,multimedia_apps
15.15.15.31 16.16.16.31 1194 59068 17,104,1330,4534,0,1226,21,1823771,1823750,1887364000,1226,440,4094,multimedia_apps
16.16.16.31 15.15.15.31 59068 1194 17,104,1330,2599,0,1226,1,1588264,1588263,1650479000,1226,1658,941,multimedia_apps
15.15.15.32 16.16.16.32 59068 1194 17,104,1330,3825,0,1218,31,196437,196406,253038000,1226,2884,941,multimedia_apps
16.16.16.32 15.15.15.32 1194 59068 17,112,1330,6986,0,1218,3,11358,11355,23453000,1218,1666,5320,multimedia_apps
15.15.15.33 16.16.16.33 59068 1194 17,104,1330,4334,0,1218,10,83703,83693,140749000,1226,1658,2676,multimedia_apps
16.16.16.33 15.15.15.33 1194 59068 17,104,1381,5803,0,1277,11,29206,29195,67756000,1277,2884,2919,multimedia_apps
15.15.15.34 16.16.16.34 59068 1194 17,104,1330,3825,0,1218,13,103500,103487,104169000,1226,2884,941,multimedia_apps
16.16.16.34 15.15.15.34 1194 59068 17,112,1330,6986,0,1218,3,10620,10617,22852000,1218,1666,5320,multimedia_apps
15.15.15.35 16.16.16.35 46033 1194 17,104,1330,4551,17,1218,8,1890954,1890946,1982184000,1226,2884,1667,multimedia_apps
16.16.16.35 15.15.15.35 1194 46033 17,112,1330,8204,0,1218,0,18841,18841,60018000,1218,4102,4102,multimedia_apps
15.15.15.36 16.16.16.36 46033 1194 17,104,1330,4334,0,1218,20,80483,80463,101839000,1226,1658,2676,multimedia_apps
16.16.16.36 15.15.15.36 1194 46033 17,104,1330,4534,0,1218,0,55790,55790,108565000,1226,2884,1650,multimedia_apps
15.15.15.37 16.16.16.37 46033 1194 17,104,1330,4342,0,1218,1,184386,184385,194638000,1226,2884,1458,multimedia_apps
16.16.16.37 15.15.15.37 1194 46033 17,112,1330,6986,0,1218,0,17988,17988,35015000,1218,1666,5320,multimedia_apps
15.15.15.38 16.16.16.38 46033 1194 17,104,1330,3494,8,1218,12,129263,129251,237834000,1226,1836,1658,multimedia_apps
16.16.16.38 15.15.15.38 1194 46033 17,104,1381,6713,0,1277,0,56952,56952,121353000,1277,2978,3735,multimedia_apps
15.15.15.39 16.16.16.39 46033 1194 17,104,1330,4334,0,1218,1,105239,105238,109013000,1226,1658,2676,multimedia_apps
16.16.16.39 15.15.15.39 1194 46033 17,104,1381,5803,0,1277,0,93276,93276,120752000,1277,2884,2919,multimedia_apps
15.15.15.40 16.16.16.40 46033 1194 17,104,1330,3825,0,1218,1,151082,151081,151344000,1226,2884,941,multimedia_apps
16.16.16.40 15.15.15.40 1194 46033 17,112,1330,6986,0,1218,0,10758,10758,22703000,1218,1666,5320,multimedia_apps
15.15.15.41 16.16.16.41 45552 1194 17,104,1330,3825,0,1218,10,60485,60475,69775000,1226,2884,941,multimedia_apps
16.16.16.41 15.15.15.41 1194 45552 17,104,1330,4534,0,1218,0,30822,30822,68784000,1226,2884,1650,multimedia_apps
15.15.15.42 16.16.16.42 45552 1194 17,104,1330,5051,0,1218,2,107476,107474,109211000,1226,2884,2167,multimedia_apps
16.16.16.42 15.15.15.42 1194 45552 17,112,1330,6986,0,1218,0,5866,5866,16611000,1218,2884,4102,multimedia_apps
15.15.15.43 16.16.16.43 42350 1194 17,104,1330,5051,0,1218,20,66439,66419,125502000,1226,2884,2167,multimedia_apps
16.16.16.43 15.15.15.43 1194 42350 17,112,1330,6986,0,1218,0,10893,10893,22969000,1218,1666,5320,multimedia_apps
1.1.1.18 2.2.2.18 57199 1194 17,112,1312,5812,0,1200,12,2316888,2316876,2880211000,1200,1748,4064,multimedia_apps
2.2.2.18 1.1.1.18 1194 57199 17,122,1312,2666,0,1040,0,431841,431841,565637000,1190,1866,800,multimedia_apps
1.1.1.19 2.2.2.19 57199 1194 17,104,1312,2482,0,1208,2112,51362,49250,136728000,1208,432,2050,multimedia_apps
2.2.2.19 1.1.1.19 1194 57199 17,104,1312,2297,0,1200,0,110199,110199,147304000,1208,448,1849,multimedia_apps
1.1.1.20 2.2.2.20 57199 1194 17,104,1312,2482,0,1200,4,42825,42821,67546000,1208,1648,834,multimedia_apps
2.2.2.20 1.1.1.20 1194 57199 17,104,1312,2296,0,1200,0,40811,40811,85296000,1208,448,1848,multimedia_apps
1.1.1.21 2.2.2.21 57199 1194 17,104,1312,2484,0,1208,12,61811,61799,119611000,1208,432,2052,multimedia_apps
2.2.2.21 1.1.1.21 1194 57199 17,104,1312,2241,0,1208,0,120024,120024,144724000,1208,448,1793,multimedia_apps
1.1.1.22 2.2.2.22 57199 1194 17,104,1312,2484,0,1208,30,102063,102033,245634000,1208,432,2052,multimedia_apps
2.2.2.22 1.1.1.22 1194 57199 17,104,1312,2296,0,1200,0,208934,208934,257130000,1208,448,1848,multimedia_apps
1.1.1.23 2.2.2.23 57199 1194 17,104,1312,2482,0,1208,9,92484,92475,140901000,1208,432,2050,multimedia_apps
2.2.2.23 1.1.1.23 1194 57199 17,104,1312,2296,0,1200,0,119535,119535,160870000,1208,448,1848,multimedia_apps
1.1.1.24 2.2.2.24 57199 1194 17,104,1312,2297,0,1208,11,77283,77272,164923000,1208,432,1865,multimedia_apps
2.2.2.24 1.1.1.24 1194 57199 17,104,1381,3566,0,1277,0,90351,90351,191797000,1277,1648,1918,multimedia_apps
1.1.1.25 2.2.2.25 57199 1194 17,104,1312,2303,0,1208,330,62542,62212,87791000,1208,432,1871,multimedia_apps
2.2.2.25 1.1.1.25 1194 57199 17,104,1312,2296,0,1200,0,66266,66266,93884000,1208,448,1848,multimedia_apps
1.1.1.26 2.2.2.26 57199 1194 17,104,1312,2303,0,1208,2115,50991,48876,82367000,1208,432,1871,multimedia_apps
2.2.2.26 1.1.1.26 1194 57199 17,104,1381,4489,0,1208,0,78944,78944,94801000,1277,448,4041,multimedia_apps
1.1.1.27 2.2.2.27 57199 1194 17,104,1312,2295,0,1208,10,137642,137632,260823000,1208,432,1863,multimedia_apps
2.2.2.27 1.1.1.27 1194 57199 17,104,1381,3565,0,1277,0,200245,200245,276448000,1277,1648,1917,multimedia_apps
1.1.1.28 2.2.2.28 57199 1194 17,104,1312,2305,0,1208,12,95666,95654,123115000,1208,432,1873,multimedia_apps
2.2.2.28 1.1.1.28 1194 57199 17,104,1312,2296,0,1200,0,108710,108710,132470000,1208,1648,648,multimedia_apps
1.1.1.29 2.2.2.29 57199 1194 17,104,514,1499,0,402,13,191792,191779,310930000,410,432,1067,multimedia_apps
2.2.2.29 1.1.1.29 1194 57199 17,104,1381,3498,0,1052,0,244843,244843,262672000,1277,440,3058,multimedia_apps
1.1.1.30 2.2.2.30 57199 1194 17,104,1312,2305,0,1208,30,98932,98902,140152000,1208,432,1873,multimedia_apps
2.2.2.30 1.1.1.30 1194 57199 17,104,1312,2297,0,1200,0,137137,137137,157658000,1208,448,1849,multimedia_apps
1.1.1.31 2.2.2.31 57199 1194 17,104,1312,2707,0,975,2,100136,100134,207287000,1208,440,2267,multimedia_apps
2.2.2.31 1.1.1.31 1194 57199 17,104,1381,3498,0,1277,0,103055,103055,113608000,1277,440,3058,multimedia_apps
1.1.1.32 2.2.2.32 57199 1194 17,104,337,1328,0,225,8,107133,107125,172455000,233,432,896,multimedia_apps
2.2.2.32 1.1.1.32 1194 57199 17,104,1381,3281,0,1277,0,159974,159974,177577000,1277,448,2833,multimedia_apps
1.1.1.33 2.2.2.33 57199 1194 17,104,337,1328,0,223,11,95839,95828,171128000,233,432,896,multimedia_apps
2.2.2.33 1.1.1.33 1194 57199 17,104,1381,3281,0,1277,0,148452,148452,176513000,1277,448,2833,multimedia_apps
1.1.1.34 2.2.2.34 57199 1194 17,104,1312,2476,0,1208,1,64055,64054,125069000,1208,1640,836,multimedia_apps
2.2.2.34 1.1.1.34 1194 57199 17,104,1312,2514,0,1200,0,65036,65036,139188000,1208,1648,866,multimedia_apps
9.9.9.21 10.10.10.21 49018 1194 17,104,544,1591,0,440,1336,439018,437682,805108000,440,609,982,multimedia_apps
10.10.10.21 9.9.9.21 1194 49018 17,104,1381,4576,8,1277,0,563805,563805,867314000,1277,2868,1708,multimedia_apps
9.9.9.22 10.10.10.22 49018 1194 17,68,1410,6071,0,1342,1,726195,726194,944537000,1342,4298,1773,multimedia_apps
10.10.10.22 9.9.9.22 1194 49018 17,68,1410,8906,0,1342,0,797188,797188,940860000,1342,4298,4608,multimedia_apps
9.9.9.23 10.10.10.23 49018 1194 17,68,1410,7360,0,1342,9,485871,485862,790751000,1342,4298,3062,multimedia_apps
10.10.10.23 9.9.9.23 1194 49018 17,68,1410,9938,0,1342,0,551456,551456,562705000,1342,4298,5640,multimedia_apps
9.9.9.24 10.10.10.24 49018 1194 17,68,1410,7360,0,1342,12,313612,313600,621716000,1342,4298,3062,multimedia_apps
10.10.10.24 9.9.9.24 1194 49018 17,68,1410,9938,0,1342,0,380192,380192,390449000,1342,4298,5640,multimedia_apps
9.9.9.25 10.10.10.25 47841 1194 17,92,1410,4726,0,1318,12,3991913,3991901,4305457000,1318,404,4322,multimedia_apps
10.10.10.25 9.9.9.25 1194 47841 17,104,1410,7386,0,1306,0,4103212,4103212,4337057000,1306,1746,5640,multimedia_apps
9.9.9.26 10.10.10.26 1194 47841 17,104,1410,6104,0,1306,0,472399,472399,765822000,1306,464,5640,multimedia_apps
10.10.10.26 9.9.9.26 47841 1194 17,92,1410,6008,0,1318,775,348070,347295,562516000,1318,368,5640,multimedia_apps
9.9.9.27 10.10.10.27 47841 1194 17,68,1410,8649,0,1342,25,542545,542520,1025954000,1342,4298,4351,multimedia_apps
10.10.10.27 9.9.9.27 1194 47841 17,68,1410,9938,0,1342,0,504131,504131,514551000,1342,4298,5640,multimedia_apps
9.9.9.28 10.10.10.28 1194 47841 17,104,1410,7393,0,1306,0,4739838,4739838,4919153000,1306,1753,5640,multimedia_apps
10.10.10.28 9.9.9.28 47841 1194 17,92,1410,6037,0,1318,11,4668119,4668108,4809621000,1318,1686,4351,multimedia_apps
9.9.9.29 10.10.10.29 1194 47841 17,68,1410,9938,0,1342,0,1503203,1503203,1527313000,1342,4298,5640,multimedia_apps
10.10.10.29 9.9.9.29 47841 1194 17,68,1410,7360,0,1342,1325,515502,514177,611360000,1342,4298,3062,multimedia_apps
9.9.9.30 10.10.10.30 47841 1194 17,121,1410,9991,0,1289,538,56968,56430,77668000,1289,5640,4351,multimedia_apps
10.10.10.30 9.9.9.30 1194 47841 17,1410,1410,11280,0,0,0,5698,5698,11230000,0,5640,5640,multimedia_apps
9.9.9.31 10.10.10.31 47841 1194 17,112,1410,8693,0,1298,3817,916272,912455,1048335000,1298,4342,4351,multimedia_apps
10.10.10.31 9.9.9.31 1194 47841 17,68,1410,9938,0,1342,0,978148,978148,1006830000,1342,4298,5640,multimedia_apps
9.9.9.32 10.10.10.32 47841 1194 17,121,1410,8702,0,1289,1220,72925,71705,91253000,1289,5640,3062,multimedia_apps
10.10.10.32 9.9.9.32 1194 47841 17,1410,1410,11280,0,0,0,6498,6498,15882000,0,5640,5640,multimedia_apps
9.9.9.33 10.10.10.33 1194 47841 17,68,1410,9938,0,1342,0,1044369,1044369,1063315000,1342,4298,5640,multimedia_apps
10.10.10.33 9.9.9.33 47841 1194 17,68,1410,8649,0,1342,11,821934,821923,948260000,1342,4298,4351,multimedia_apps
9.9.9.34 10.10.10.34 47841 1194 17,68,1410,4724,0,1318,117,1132233,1132116,1581639000,1342,1662,3062,multimedia_apps
10.10.10.34 9.9.9.34 1194 47841 17,68,1410,7472,0,1233,0,991922,991922,1495801000,1342,1832,5640,multimedia_apps
9.9.9.35 10.10.10.35 47841 1194 17,104,1410,6104,0,1306,11,2366732,2366721,4137609000,1306,1753,4351,multimedia_apps
10.10.10.35 9.9.9.35 1194 47841 17,92,1410,7338,0,1306,0,2637933,2637933,3977006000,1318,1698,5640,multimedia_apps
9.9.9.36 10.10.10.36 47841 1194 17,68,1410,4782,0,1342,3948,1491325,1487377,1695518000,1342,3009,1773,multimedia_apps
10.10.10.36 9.9.9.36 1194 47841 17,68,1410,8912,0,1342,0,1578288,1578288,1710713000,1342,4298,4614,multimedia_apps
9.9.9.37 10.10.10.37 1194 47841 17,68,1410,9938,0,1342,0,1134772,1134772,1165853000,1342,4298,5640,multimedia_apps
10.10.10.37 9.9.9.37 47841 1194 17,121,1410,7413,0,1289,11,187172,187161,316213000,1289,5640,1773,multimedia_apps
9.9.9.38 10.10.10.38 47841 1194 17,68,1410,8649,0,1342,12,1536985,1536973,1665509000,1342,4298,4351,multimedia_apps
10.10.10.38 9.9.9.38 1194 47841 17,68,1410,9938,0,1342,0,1608944,1608944,1614211000,1342,4298,5640,multimedia_apps
11.11.11.20 12.12.12.20 36936 1194 17,112,112,896,0,0,1,2988486,2988485,3816813000,0,448,448,multimedia_apps
12.12.12.20 11.11.11.20 1194 36936 17,68,116,856,0,44,0,1415400,1415400,2541525000,48,404,452,multimedia_apps
11.11.11.21 12.12.12.21 36936 1194 17,112,608,1424,0,480,1,1338031,1338030,2788425000,496,976,448,multimedia_apps
12.12.12.21 11.11.11.21 1194 36936 17,112,544,1376,0,416,0,1285854,1285854,2262136000,432,928,448,multimedia_apps
11.11.11.22 12.12.12.22 36936 1194 17,112,112,896,0,0,0,603864,603864,1029544000,0,448,448,multimedia_apps
12.12.12.22 11.11.11.22 1194 36936 17,104,116,892,0,12,0,695365,695365,1444027000,12,448,444,multimedia_apps
11.11.11.23 12.12.12.23 36936 1194 17,112,112,896,0,0,1,593980,593979,993274000,0,448,448,multimedia_apps
12.12.12.23 11.11.11.23 1194 36936 17,104,112,888,0,8,0,566624,566624,1578254000,8,448,440,multimedia_apps
11.11.11.24 12.12.12.24 36936 1194 17,112,112,896,0,0,25,739493,739468,957457000,0,448,448,multimedia_apps
12.12.12.24 11.11.11.24 1194 36936 17,112,288,1072,0,176,0,1944647,1944647,2433553000,176,448,624,multimedia_apps
11.11.11.25 12.12.12.25 36936 1194 17,104,112,872,0,8,12,90925,90913,208170000,8,440,432,multimedia_apps
12.12.12.25 11.11.11.25 1194 36936 17,104,112,872,0,8,0,101310,101310,220580000,8,448,424,multimedia_apps
11.11.11.26 12.12.12.26 36936 1194 17,104,112,872,0,8,1,74976,74975,86003000,8,448,424,multimedia_apps
12.12.12.26 11.11.11.26 1194 36936 17,104,1381,2149,0,1277,0,168014,168014,183328000,1277,448,1701,multimedia_apps
11.11.11.27 12.12.12.27 36936 1194 17,104,112,864,0,8,1,76697,76696,90533000,8,448,416,multimedia_apps
12.12.12.27 11.11.11.27 1194 36936 17,104,1381,3426,0,1277,0,219657,219657,340636000,1277,448,2978,multimedia_apps
11.11.11.28 12.12.12.28 36936 1194 17,104,112,888,0,8,1,110977,110976,149083000,8,448,440,multimedia_apps
12.12.12.28 11.11.11.28 1194 36936 17,104,112,888,0,8,0,183969,183969,255827000,8,448,440,multimedia_apps
11.11.11.29 12.12.12.29 36936 1194 17,104,621,1381,0,509,12,80692,80680,165610000,517,440,941,multimedia_apps
12.12.12.29 11.11.11.29 1194 36936 17,104,1381,3418,0,1277,0,108061,108061,161971000,1277,448,2970,multimedia_apps
11.11.11.30 12.12.12.30 36936 1194 17,104,112,864,0,8,43,70431,70388,84436000,8,448,416,multimedia_apps
12.12.12.30 11.11.11.30 1194 36936 17,68,1381,3382,0,1277,0,112331,112331,190662000,1313,404,2978,multimedia_apps
11.11.11.31 12.12.12.31 36936 1194 17,104,112,864,0,8,1,136993,136992,143650000,8,448,416,multimedia_apps
12.12.12.31 11.11.11.31 1194 36936 17,104,1381,3426,0,1277,0,200229,200229,225994000,1277,448,2978,multimedia_apps
11.11.11.32 12.12.12.32 36936 1194 17,104,128,888,0,24,111,1542007,1541896,1755821000,24,456,432,multimedia_apps
12.12.12.32 11.11.11.32 1194 36936 17,104,1381,2165,0,1277,0,1651163,1651163,1772773000,1277,464,1701,multimedia_apps
11.11.11.33 12.12.12.33 1194 36936 17,104,1381,2188,0,1277,1,117195,117194,231565000,1277,479,1709,multimedia_apps
